order_id,store_id,order_hour,day_of_week,is_weekend,is_peak_hour,weather_condition,traffic_level,vehicle_type,distance_km,num_items,prep_time_seconds,edt_seconds
JP010286,Osaka-Umeda,13,Saturday,1,1,rain,very_high,scooter,3.33,1,710,2066
JP010287,Tokyo-Shinjuku,17,Friday,0,0,snow,medium,scooter,6.7,5,375,2695
JP010288,Nagoya-Sakae,16,Friday,0,0,heavy_rain,high,car,4.33,2,431,1789
JP010289,Tokyo-Shibuya,12,Thursday,0,1,rain,high,car,9.1,6,447,2933
JP010290,Osaka-Namba,15,Friday,0,0,snow,very_high,car,0.67,1,346,644
JP010291,Tokyo-Shinjuku,12,Tuesday,0,1,rain,very_high,car,5.19,8,452,2386
JP010292,Sapporo-Odori,13,Tuesday,0,1,rain,high,bicycle,2.23,7,606,2282
JP010293,Kyoto-Gion,13,Friday,0,1,snow,very_high,car,2.04,5,786,1863
JP010294,Tokyo-Shinjuku,16,Wednesday,0,0,rain,low,scooter,2.76,5,327,1108
JP010295,Fukuoka-Tenjin,17,Wednesday,0,0,snow,medium,car,10.17,1,897,3627
JP010296,Fukuoka-Tenjin,10,Tuesday,0,0,snow,very_high,bicycle,1.56,4,332,2126
JP010297,Tokyo-Shibuya,16,Tuesday,0,0,clear,very_high,scooter,0.68,7,455,1057
JP010298,Nagoya-Sakae,14,Saturday,1,0,cloudy,very_high,car,5.66,8,363,2015
JP010299,Tokyo-Akihabara,11,Friday,0,0,cloudy,high,car,0.77,8,838,1309
JP010300,Nagoya-Sakae,17,Wednesday,0,0,cloudy,very_high,car,2.5,6,859,1782
JP010301,Kyoto-Gion,13,Saturday,1,1,rain,very_high,bicycle,6.48,4,585,6098
JP010302,Sapporo-Odori,13,Wednesday,0,1,cloudy,high,scooter,3.62,4,800,1991
JP010303,Kyoto-Gion,14,Thursday,0,0,rain,high,scooter,0.84,2,887,1243
JP010304,Sapporo-Odori,12,Thursday,0,1,heavy_rain,high,bicycle,3.23,5,343,3106
JP010305,Osaka-Umeda,20,Saturday,1,1,clear,high,scooter,5.11,5,790,2389
JP010306,Osaka-Namba,17,Tuesday,0,0,snow,high,car,7.12,5,440,3046
JP010307,Tokyo-Shibuya,13,Friday,0,1,snow,medium,bicycle,2.85,1,843,3085
JP010308,Osaka-Namba,12,Saturday,1,1,cloudy,low,bicycle,3.44,7,638,2253
JP010309,Fukuoka-Tenjin,21,Monday,0,0,cloudy,low,car,0.62,3,716,935
JP010310,Fukuoka-Tenjin,21,Thursday,0,0,cloudy,high,scooter,12.9,5,360,3614
JP010311,Tokyo-Shibuya,21,Saturday,1,0,snow,medium,car,2.75,1,479,1321
JP010312,Nagoya-Sakae,13,Sunday,1,1,cloudy,low,scooter,6.68,8,490,2021
JP010313,Osaka-Umeda,10,Monday,0,0,clear,high,car,3.67,2,643,1420
JP010314,Osaka-Umeda,11,Thursday,0,0,snow,very_high,bicycle,4.67,8,579,5422
JP010315,Osaka-Namba,14,Sunday,1,0,clear,high,bicycle,5.02,8,563,3248
JP010316,Tokyo-Akihabara,16,Monday,0,0,rain,high,car,5.97,4,479,2003
JP010317,Nagoya-Sakae,13,Sunday,1,1,heavy_rain,high,bicycle,3.94,7,397,3904
JP010318,Tokyo-Akihabara,13,Tuesday,0,1,heavy_rain,high,bicycle,0.59,1,567,1196
JP010319,Nagoya-Sakae,20,Tuesday,0,1,heavy_rain,high,scooter,0.58,5,896,1337
JP010320,Tokyo-Shinjuku,21,Wednesday,0,0,rain,medium,bicycle,6.11,2,776,3720
JP010321,Osaka-Umeda,22,Tuesday,0,0,heavy_rain,high,car,2.01,2,602,1256
JP010322,Kyoto-Gion,15,Friday,0,0,cloudy,medium,bicycle,3.96,8,456,2351
JP010323,Fukuoka-Tenjin,20,Saturday,1,1,snow,high,scooter,14.99,8,850,8216
JP010324,Osaka-Namba,14,Sunday,1,0,cloudy,low,car,5.18,8,840,1937
JP010325,Kyoto-Gion,13,Monday,0,1,snow,low,bicycle,0.91,4,886,1564
JP010326,Sapporo-Odori,13,Tuesday,0,1,cloudy,high,car,1.43,8,419,983
JP010327,Osaka-Namba,10,Saturday,1,0,snow,very_high,bicycle,0.56,8,356,1250
JP010328,Fukuoka-Tenjin,14,Tuesday,0,0,snow,very_high,scooter,4.48,1,872,3122
JP010329,Fukuoka-Tenjin,12,Saturday,1,1,rain,low,scooter,10.98,5,303,3014
JP010330,Osaka-Namba,21,Friday,0,0,clear,low,scooter,2.7,6,365,1005
JP010331,Sapporo-Odori,17,Monday,0,0,clear,very_high,bicycle,1.14,5,718,1562
JP010332,Tokyo-Akihabara,16,Sunday,1,0,cloudy,very_high,scooter,3.02,7,759,1949
JP010333,Nagoya-Sakae,13,Thursday,0,1,clear,medium,car,1.18,6,421,829
JP010334,Tokyo-Akihabara,18,Friday,0,1,heavy_rain,medium,car,2.01,4,303,977
JP010335,Tokyo-Shinjuku,10,Wednesday,0,0,heavy_rain,very_high,car,12.67,7,535,5006
JP010336,Osaka-Namba,17,Thursday,0,0,rain,medium,scooter,1.08,4,415,819
JP010337,Tokyo-Shinjuku,19,Sunday,1,1,heavy_rain,low,bicycle,1.39,4,368,1326
JP010338,Tokyo-Shibuya,16,Friday,0,0,clear,very_high,car,3.54,1,550,1316
JP010339,Tokyo-Shinjuku,11,Thursday,0,0,heavy_rain,medium,car,7.85,4,357,2207
JP010340,Tokyo-Akihabara,20,Friday,0,1,rain,medium,car,11.4,6,891,3495
JP010341,Kyoto-Gion,20,Tuesday,0,1,rain,medium,car,6.3,4,723,2260
JP010342,Osaka-Umeda,11,Wednesday,0,0,clear,medium,car,2.34,7,869,1619
JP010343,Fukuoka-Tenjin,14,Monday,0,0,rain,very_high,car,1.55,6,726,1438
JP010344,Nagoya-Sakae,11,Tuesday,0,0,rain,very_high,bicycle,1.37,8,546,1888
JP010345,Osaka-Namba,17,Wednesday,0,0,cloudy,very_high,bicycle,0.78,7,726,1462
JP010346,Sapporo-Odori,15,Friday,0,0,cloudy,very_high,bicycle,3.64,5,508,2862
JP010347,Kyoto-Gion,19,Saturday,1,1,clear,very_high,scooter,2.0,2,848,1649
JP010348,Osaka-Namba,13,Monday,0,1,rain,very_high,car,7.88,1,374,3046
JP010349,Osaka-Namba,19,Sunday,1,1,snow,medium,scooter,4.26,4,640,2494
JP010350,Osaka-Umeda,17,Monday,0,0,cloudy,medium,car,4.49,2,790,1642
JP010351,Osaka-Namba,17,Saturday,1,0,snow,medium,scooter,5.39,4,865,2820
JP010352,Kyoto-Gion,14,Sunday,1,0,rain,very_high,scooter,5.26,6,615,2667
JP010353,Osaka-Umeda,12,Wednesday,0,1,snow,very_high,scooter,6.46,2,780,4390
JP010354,Kyoto-Gion,9,Tuesday,0,0,rain,high,scooter,1.68,1,876,1510
JP010355,Osaka-Namba,17,Saturday,1,0,cloudy,low,scooter,14.41,7,602,3103
JP010356,Tokyo-Akihabara,17,Tuesday,0,0,rain,medium,scooter,3.22,4,811,1759
JP010357,Sapporo-Odori,18,Saturday,1,1,rain,high,scooter,0.9,8,771,1388
JP010358,Tokyo-Akihabara,22,Saturday,1,0,rain,medium,bicycle,1.96,8,488,1836
JP010359,Sapporo-Odori,17,Saturday,1,0,clear,low,bicycle,9.91,1,306,3499
JP010360,Nagoya-Sakae,13,Tuesday,0,1,cloudy,low,car,4.81,3,309,1178
JP010361,Osaka-Namba,10,Friday,0,0,heavy_rain,high,bicycle,3.55,8,799,3591
JP010362,Tokyo-Shinjuku,10,Monday,0,0,snow,very_high,bicycle,7.68,1,842,8316
JP010363,Osaka-Umeda,22,Friday,0,0,rain,low,car,12.64,7,483,2638
JP010364,Tokyo-Shibuya,18,Monday,0,1,snow,medium,bicycle,0.59,4,839,1483
JP010365,Osaka-Umeda,9,Sunday,1,0,rain,high,scooter,1.87,2,682,1448
JP010366,Nagoya-Sakae,17,Thursday,0,0,snow,medium,car,2.57,4,607,1459
JP010367,Tokyo-Shibuya,13,Saturday,1,1,clear,low,scooter,20.0,7,686,4349
JP010368,Sapporo-Odori,12,Thursday,0,1,clear,low,car,6.04,3,384,1244
JP010369,Fukuoka-Tenjin,17,Sunday,1,0,heavy_rain,high,car,1.37,2,840,1418
JP010370,Tokyo-Shinjuku,17,Tuesday,0,0,cloudy,very_high,scooter,1.62,1,376,884
JP010371,Osaka-Umeda,21,Friday,0,0,snow,low,bicycle,1.07,6,316,1195
JP010372,Osaka-Namba,14,Friday,0,0,cloudy,very_high,bicycle,4.06,5,466,2997
JP010373,Osaka-Namba,14,Friday,0,0,heavy_rain,high,scooter,1.62,3,380,1077
JP010374,Sapporo-Odori,20,Saturday,1,1,rain,low,bicycle,1.41,7,537,1468
JP010375,Tokyo-Shibuya,12,Wednesday,0,1,snow,very_high,scooter,0.61,1,579,923
JP010376,Fukuoka-Tenjin,20,Thursday,0,1,cloudy,high,car,2.74,7,742,1749
JP010377,Tokyo-Akihabara,22,Saturday,1,0,snow,very_high,bicycle,1.22,5,552,2055
JP010378,Tokyo-Shibuya,18,Monday,0,1,rain,medium,scooter,7.02,3,698,2621
JP010379,Kyoto-Gion,18,Wednesday,0,1,clear,low,bicycle,3.94,5,755,2350
JP010380,Kyoto-Gion,19,Sunday,1,1,rain,low,bicycle,2.8,2,491,1935
JP010381,Nagoya-Sakae,11,Thursday,0,0,snow,very_high,bicycle,0.97,1,391,1393
JP010382,Kyoto-Gion,12,Friday,0,1,clear,high,scooter,2.87,1,598,1523
JP010383,Nagoya-Sakae,10,Thursday,0,0,clear,medium,car,3.55,3,689,1411
JP010384,Tokyo-Akihabara,13,Tuesday,0,1,rain,high,scooter,2.63,8,449,1554
JP010385,Tokyo-Shibuya,9,Tuesday,0,0,heavy_rain,high,scooter,0.76,5,795,1226
JP010386,Tokyo-Shibuya,16,Wednesday,0,0,rain,medium,car,1.71,8,500,964
JP010387,Fukuoka-Tenjin,17,Monday,0,0,cloudy,high,bicycle,7.38,7,640,4394
JP010388,Nagoya-Sakae,13,Sunday,1,1,rain,very_high,scooter,15.61,7,439,6823
JP010389,Osaka-Umeda,12,Wednesday,0,1,snow,medium,scooter,2.92,6,481,1878
JP010390,Nagoya-Sakae,16,Wednesday,0,0,rain,very_high,car,0.53,4,633,1019
JP010391,Nagoya-Sakae,13,Wednesday,0,1,heavy_rain,high,bicycle,3.05,4,858,3401
JP010392,Tokyo-Akihabara,10,Saturday,1,0,snow,low,car,0.79,8,514,980
JP010393,Fukuoka-Tenjin,14,Sunday,1,0,rain,low,scooter,1.0,8,442,1094
JP010394,Osaka-Umeda,19,Tuesday,0,1,rain,medium,car,1.28,7,686,1282
JP010395,Tokyo-Shibuya,12,Thursday,0,1,snow,very_high,car,0.89,7,847,1601
JP010396,Sapporo-Odori,10,Sunday,1,0,heavy_rain,low,scooter,10.13,2,411,2892
JP010397,Osaka-Namba,10,Saturday,1,0,rain,medium,car,3.23,1,876,1643
JP010398,Nagoya-Sakae,18,Sunday,1,1,rain,very_high,bicycle,6.16,1,400,5544
JP010399,Osaka-Umeda,14,Tuesday,0,0,snow,medium,scooter,6.4,6,700,3032
JP010400,Fukuoka-Tenjin,15,Sunday,1,0,snow,medium,scooter,4.11,1,794,2293
JP010401,Tokyo-Shibuya,16,Wednesday,0,0,heavy_rain,low,bicycle,5.1,3,656,3064
JP010402,Osaka-Umeda,20,Wednesday,0,1,heavy_rain,medium,car,1.37,8,656,1290
JP010403,Fukuoka-Tenjin,22,Monday,0,0,heavy_rain,very_high,scooter,1.94,2,607,1568
JP010404,Tokyo-Shinjuku,17,Sunday,1,0,clear,low,scooter,2.91,2,468,1004
JP010405,Osaka-Namba,16,Friday,0,0,cloudy,medium,scooter,4.95,7,773,1968
JP010406,Osaka-Namba,12,Sunday,1,1,heavy_rain,medium,bicycle,4.49,7,705,3934
JP010407,Tokyo-Shinjuku,11,Saturday,1,0,snow,medium,scooter,0.61,7,698,1163
JP010408,Tokyo-Shinjuku,20,Saturday,1,1,cloudy,medium,scooter,5.05,2,891,2028
JP010409,Tokyo-Shibuya,18,Sunday,1,1,snow,medium,scooter,2.44,6,501,1586
JP010410,Fukuoka-Tenjin,22,Monday,0,0,rain,very_high,car,0.64,6,697,1077
JP010411,Nagoya-Sakae,20,Friday,0,1,clear,high,scooter,3.53,8,476,1764
JP010412,Osaka-Umeda,15,Friday,0,0,snow,low,car,7.73,3,620,2434
JP010413,Tokyo-Shibuya,20,Tuesday,0,1,rain,low,bicycle,2.42,6,444,1769
JP010414,Sapporo-Odori,21,Thursday,0,0,heavy_rain,medium,car,1.33,7,733,1204
JP010415,Tokyo-Akihabara,17,Thursday,0,0,snow,medium,car,3.99,3,801,1975
JP010416,Osaka-Umeda,18,Tuesday,0,1,cloudy,high,scooter,8.89,1,667,3122
JP010417,Tokyo-Shinjuku,12,Thursday,0,1,cloudy,medium,scooter,1.45,8,718,1330
JP010418,Fukuoka-Tenjin,13,Thursday,0,1,heavy_rain,very_high,bicycle,7.66,2,878,8259
JP010419,Tokyo-Shinjuku,15,Sunday,1,0,cloudy,high,bicycle,3.03,5,530,2323
JP010420,Sapporo-Odori,12,Wednesday,0,1,cloudy,very_high,car,2.24,8,862,1650
JP010421,Sapporo-Odori,22,Monday,0,0,snow,low,scooter,1.55,6,855,1427
JP010422,Tokyo-Shinjuku,18,Sunday,1,1,heavy_rain,medium,scooter,0.99,2,553,1063
JP010423,Osaka-Umeda,22,Sunday,1,0,clear,very_high,scooter,2.62,6,389,1369
JP010424,Fukuoka-Tenjin,14,Sunday,1,0,clear,medium,bicycle,6.68,6,738,3481
JP010425,Tokyo-Akihabara,15,Friday,0,0,cloudy,medium,bicycle,1.5,1,883,1658
JP010426,Kyoto-Gion,12,Friday,0,1,rain,medium,scooter,1.14,5,596,1154
JP010427,Osaka-Umeda,10,Sunday,1,0,snow,low,bicycle,5.17,7,360,3564
JP010428,Osaka-Umeda,19,Sunday,1,1,cloudy,medium,bicycle,6.23,3,629,3769
JP010429,Osaka-Namba,16,Sunday,1,0,heavy_rain,very_high,bicycle,7.59,5,724,7398
JP010430,Nagoya-Sakae,13,Thursday,0,1,clear,low,scooter,0.71,5,677,1003
JP010431,Fukuoka-Tenjin,16,Thursday,0,0,rain,low,car,10.15,2,769,2511
JP010432,Kyoto-Gion,13,Sunday,1,1,clear,very_high,bicycle,2.98,7,516,2738
JP010433,Fukuoka-Tenjin,10,Wednesday,0,0,rain,high,scooter,1.06,3,879,1425
JP010434,Fukuoka-Tenjin,15,Sunday,1,0,rain,low,bicycle,3.04,2,770,2163
JP010435,Tokyo-Shinjuku,15,Monday,0,0,cloudy,very_high,scooter,4.35,1,738,2089
JP010436,Osaka-Namba,12,Saturday,1,1,cloudy,high,bicycle,4.42,5,395,3089
JP010437,Kyoto-Gion,22,Wednesday,0,0,clear,high,car,0.85,3,353,632
JP010438,Nagoya-Sakae,20,Saturday,1,1,rain,medium,scooter,1.18,2,397,950
JP010439,Tokyo-Shinjuku,17,Tuesday,0,0,heavy_rain,low,bicycle,6.87,4,831,4122
JP010440,Fukuoka-Tenjin,15,Monday,0,0,clear,high,bicycle,3.87,7,435,2524
JP010441,Fukuoka-Tenjin,20,Monday,0,1,cloudy,very_high,bicycle,3.46,2,405,2903
JP010442,Kyoto-Gion,12,Wednesday,0,1,rain,medium,scooter,4.26,3,446,1739
JP010443,Tokyo-Shibuya,14,Friday,0,0,snow,low,car,4.19,3,750,1825
JP010444,Kyoto-Gion,22,Saturday,1,0,cloudy,medium,scooter,0.67,8,522,918
JP010445,Tokyo-Shibuya,22,Monday,0,0,cloudy,low,car,2.33,7,659,1244
JP010446,Nagoya-Sakae,16,Wednesday,0,0,cloudy,medium,scooter,5.19,2,554,1651
JP010447,Sapporo-Odori,20,Friday,0,1,snow,high,car,2.31,1,608,1638
JP010448,Osaka-Namba,19,Friday,0,1,snow,medium,car,5.53,7,602,2471
JP010449,Tokyo-Shinjuku,19,Sunday,1,1,cloudy,very_high,scooter,2.5,2,546,1489
JP010450,Fukuoka-Tenjin,16,Saturday,1,0,snow,low,car,0.52,1,669,940
JP010451,Kyoto-Gion,13,Tuesday,0,1,heavy_rain,very_high,scooter,2.1,3,782,1980
JP010452,Tokyo-Shibuya,14,Monday,0,0,snow,low,bicycle,2.58,5,520,2074
JP010453,Tokyo-Shinjuku,13,Monday,0,1,heavy_rain,high,car,2.14,7,733,1777
JP010454,Nagoya-Sakae,17,Monday,0,0,snow,medium,scooter,2.68,2,617,1641
JP010455,Tokyo-Shibuya,14,Friday,0,0,cloudy,medium,car,7.47,6,700,1921
JP010456,Tokyo-Shibuya,9,Wednesday,0,0,heavy_rain,medium,bicycle,1.96,4,388,1766
JP010457,Nagoya-Sakae,14,Monday,0,0,heavy_rain,low,scooter,2.28,3,422,1136
JP010458,Tokyo-Shinjuku,16,Saturday,1,0,cloudy,low,bicycle,5.57,8,655,2955
JP010459,Sapporo-Odori,19,Friday,0,1,rain,medium,scooter,4.93,3,575,2004
JP010460,Tokyo-Shibuya,13,Sunday,1,1,clear,high,scooter,9.66,5,836,3584
JP010461,Tokyo-Shibuya,10,Wednesday,0,0,snow,low,scooter,10.04,8,823,3682
JP010462,Kyoto-Gion,15,Monday,0,0,heavy_rain,medium,scooter,1.54,3,561,1107
JP010463,Tokyo-Shibuya,13,Friday,0,1,clear,medium,car,1.79,1,345,744
JP010464,Tokyo-Shinjuku,13,Tuesday,0,1,clear,very_high,scooter,3.8,7,453,1950
JP010465,Tokyo-Akihabara,18,Sunday,1,1,clear,very_high,bicycle,1.61,6,554,1812
JP010466,Nagoya-Sakae,12,Saturday,1,1,rain,high,bicycle,4.5,6,422,3715
JP010467,Sapporo-Odori,12,Saturday,1,1,clear,medium,bicycle,3.11,1,710,2124
JP010468,Tokyo-Shibuya,16,Thursday,0,0,rain,high,scooter,1.54,2,866,1423
JP010469,Fukuoka-Tenjin,22,Monday,0,0,rain,medium,scooter,2.81,5,548,1434
JP010470,Fukuoka-Tenjin,10,Wednesday,0,0,snow,very_high,bicycle,4.01,4,454,4669
JP010471,Tokyo-Shinjuku,21,Thursday,0,0,clear,medium,car,3.72,6,309,1099
JP010472,Kyoto-Gion,12,Monday,0,1,heavy_rain,high,bicycle,1.33,4,842,2071
JP010473,Osaka-Namba,17,Thursday,0,0,heavy_rain,low,bicycle,2.35,5,395,1612
JP010474,Tokyo-Shinjuku,19,Tuesday,0,1,snow,very_high,car,1.62,6,769,1703
JP010475,Tokyo-Shibuya,19,Friday,0,1,clear,medium,car,2.43,7,376,1010
JP010476,Tokyo-Shinjuku,17,Thursday,0,0,cloudy,medium,scooter,2.6,5,622,1331
JP010477,Nagoya-Sakae,16,Saturday,1,0,rain,high,scooter,1.14,5,539,1120
JP010478,Tokyo-Shibuya,12,Tuesday,0,1,cloudy,low,bicycle,0.85,2,468,923
JP010479,Fukuoka-Tenjin,9,Thursday,0,0,rain,very_high,bicycle,4.09,6,512,3626
JP010480,Fukuoka-Tenjin,13,Wednesday,0,1,heavy_rain,high,bicycle,2.24,2,461,2508
JP010481,Osaka-Umeda,16,Sunday,1,0,snow,low,bicycle,2.9,6,451,2309
JP010482,Tokyo-Shibuya,14,Saturday,1,0,cloudy,high,scooter,4.93,1,606,1970
JP010483,Osaka-Umeda,17,Sunday,1,0,cloudy,low,scooter,17.09,8,869,3939
JP010484,Sapporo-Odori,13,Tuesday,0,1,clear,very_high,bicycle,0.79,3,424,1171
JP010485,Tokyo-Shinjuku,11,Monday,0,0,cloudy,medium,bicycle,8.36,7,681,4087
JP010486,Tokyo-Shibuya,12,Friday,0,1,snow,high,bicycle,2.03,1,366,2288
JP010487,Osaka-Namba,10,Saturday,1,0,heavy_rain,medium,bicycle,3.06,6,425,2439
JP010488,Tokyo-Shinjuku,20,Thursday,0,1,clear,medium,car,4.18,7,704,1584
JP010489,Fukuoka-Tenjin,16,Monday,0,0,heavy_rain,very_high,bicycle,1.87,6,519,2403
JP010490,Tokyo-Akihabara,22,Wednesday,0,0,rain,very_high,bicycle,4.29,1,551,3492
JP010491,Osaka-Umeda,16,Thursday,0,0,heavy_rain,very_high,bicycle,5.09,2,586,4809
JP010492,Nagoya-Sakae,16,Tuesday,0,0,heavy_rain,medium,car,11.56,4,856,3540
JP010493,Tokyo-Shinjuku,12,Thursday,0,1,rain,very_high,car,4.6,8,652,2401
JP010494,Sapporo-Odori,11,Wednesday,0,0,heavy_rain,high,bicycle,2.59,1,626,2388
JP010495,Osaka-Namba,18,Monday,0,1,rain,low,scooter,1.99,6,898,1640
JP010496,Osaka-Namba,21,Tuesday,0,0,clear,medium,car,1.44,4,572,1020
JP010497,Sapporo-Odori,14,Sunday,1,0,clear,medium,car,1.08,7,663,1177
JP010498,Tokyo-Akihabara,16,Tuesday,0,0,cloudy,high,car,3.92,6,328,1345
JP010499,Kyoto-Gion,11,Friday,0,0,snow,medium,car,5.43,4,804,2413
JP010500,Sapporo-Odori,19,Wednesday,0,1,cloudy,very_high,bicycle,4.82,2,357,3619
JP010501,Osaka-Namba,10,Friday,0,0,cloudy,low,car,1.76,8,300,799
JP010502,Kyoto-Gion,11,Friday,0,0,cloudy,medium,scooter,10.17,3,631,2560
JP010503,Tokyo-Shinjuku,16,Monday,0,0,cloudy,medium,bicycle,1.78,6,374,1232
JP010504,Kyoto-Gion,16,Saturday,1,0,heavy_rain,low,scooter,3.04,5,630,1414
JP010505,Tokyo-Akihabara,21,Tuesday,0,0,heavy_rain,very_high,car,2.9,6,478,1690
JP010506,Sapporo-Odori,14,Saturday,1,0,snow,high,bicycle,7.86,3,687,7524
JP010507,Osaka-Umeda,20,Saturday,1,1,rain,medium,bicycle,6.24,1,886,4349
JP010508,Nagoya-Sakae,11,Sunday,1,0,snow,low,bicycle,2.31,6,526,2145
JP010509,Tokyo-Shibuya,12,Thursday,0,1,cloudy,high,car,4.66,2,543,1680
JP010510,Kyoto-Gion,17,Wednesday,0,0,cloudy,low,car,6.55,6,757,1835
JP010511,Tokyo-Shinjuku,11,Wednesday,0,0,cloudy,medium,car,7.43,2,658,1911
JP010512,Osaka-Umeda,16,Sunday,1,0,clear,low,bicycle,5.57,7,748,2844
JP010513,Nagoya-Sakae,12,Tuesday,0,1,heavy_rain,very_high,scooter,2.94,6,859,2360
JP010514,Nagoya-Sakae,14,Monday,0,0,heavy_rain,medium,bicycle,0.75,8,375,1072
JP010515,Tokyo-Shinjuku,9,Wednesday,0,0,clear,high,scooter,1.01,2,375,727
JP010516,Kyoto-Gion,22,Tuesday,0,0,heavy_rain,medium,car,2.48,2,860,1561
JP010517,Tokyo-Shibuya,13,Wednesday,0,1,snow,very_high,car,2.97,1,741,2105
JP010518,Tokyo-Akihabara,17,Friday,0,0,heavy_rain,medium,bicycle,1.35,2,639,1507
JP010519,Osaka-Namba,17,Tuesday,0,0,heavy_rain,high,car,4.18,5,604,1954
JP010520,Osaka-Namba,10,Monday,0,0,clear,very_high,car,18.95,8,457,4964
JP010521,Tokyo-Shinjuku,10,Wednesday,0,0,clear,very_high,bicycle,4.66,5,791,3491
JP010522,Osaka-Namba,17,Monday,0,0,clear,medium,bicycle,0.73,5,383,862
JP010523,Fukuoka-Tenjin,15,Sunday,1,0,clear,high,scooter,20.0,8,800,5718
JP010524,Osaka-Umeda,13,Monday,0,1,snow,very_high,bicycle,3.92,6,690,5406
JP010525,Kyoto-Gion,16,Tuesday,0,0,heavy_rain,low,scooter,2.44,8,776,1535
JP010526,Osaka-Umeda,14,Tuesday,0,0,rain,low,bicycle,2.37,2,387,1405
JP010527,Kyoto-Gion,19,Sunday,1,1,snow,very_high,car,5.13,4,866,3434
JP010528,Tokyo-Shinjuku,9,Sunday,1,0,heavy_rain,very_high,car,1.55,8,886,1569
JP010529,Osaka-Namba,18,Thursday,0,1,rain,low,scooter,1.02,1,814,1051
JP010530,Sapporo-Odori,9,Sunday,1,0,snow,medium,bicycle,1.47,8,477,1797
JP010531,Tokyo-Akihabara,22,Tuesday,0,0,cloudy,medium,bicycle,6.16,7,380,3005
JP010532,Nagoya-Sakae,11,Tuesday,0,0,cloudy,high,scooter,3.28,2,389,1298
JP010533,Nagoya-Sakae,15,Friday,0,0,heavy_rain,high,scooter,7.01,8,312,2892
JP010534,Sapporo-Odori,12,Sunday,1,1,heavy_rain,low,scooter,1.87,3,451,1041
JP010535,Tokyo-Shibuya,18,Monday,0,1,snow,low,scooter,2.76,6,720,1702
JP010536,Osaka-Umeda,15,Thursday,0,0,heavy_rain,very_high,bicycle,5.88,3,582,5420
JP010537,Nagoya-Sakae,20,Tuesday,0,1,snow,very_high,bicycle,11.38,7,639,13599
JP010538,Osaka-Namba,17,Monday,0,0,heavy_rain,high,scooter,2.51,1,645,1635
JP010539,Osaka-Umeda,13,Wednesday,0,1,rain,very_high,car,6.93,2,533,2957
JP010540,Tokyo-Akihabara,17,Wednesday,0,0,heavy_rain,high,scooter,8.39,7,391,3371
JP010541,Osaka-Namba,17,Thursday,0,0,cloudy,very_high,car,3.83,8,828,2023
JP010542,Kyoto-Gion,12,Sunday,1,1,clear,medium,bicycle,5.18,5,818,3248
JP010543,Nagoya-Sakae,15,Tuesday,0,0,snow,low,bicycle,4.49,4,505,3098
JP010544,Tokyo-Shinjuku,11,Tuesday,0,0,clear,very_high,bicycle,0.54,6,503,1057
JP010545,Osaka-Umeda,21,Wednesday,0,0,heavy_rain,very_high,car,5.18,2,331,2071
JP010546,Osaka-Namba,14,Wednesday,0,0,heavy_rain,very_high,bicycle,5.72,8,900,5799
JP010547,Sapporo-Odori,17,Wednesday,0,0,rain,medium,scooter,1.22,2,591,1054
JP010548,Tokyo-Shinjuku,13,Thursday,0,1,clear,medium,car,0.57,4,526,854
JP010549,Osaka-Namba,11,Saturday,1,0,cloudy,high,car,12.53,7,825,3666
JP010550,Tokyo-Shinjuku,17,Sunday,1,0,clear,very_high,bicycle,2.18,3,308,1660
JP010551,Osaka-Namba,12,Wednesday,0,1,snow,high,car,0.95,5,733,1401
JP010552,Nagoya-Sakae,17,Sunday,1,0,rain,very_high,scooter,3.14,4,777,2069
JP010553,Osaka-Umeda,10,Saturday,1,0,snow,very_high,car,12.6,2,307,5555
JP010554,Sapporo-Odori,22,Saturday,1,0,rain,high,scooter,3.72,2,793,2032
JP010555,Tokyo-Shibuya,16,Wednesday,0,0,rain,high,scooter,5.33,5,605,2288
JP010556,Osaka-Namba,11,Tuesday,0,0,snow,medium,bicycle,1.95,7,627,2249
JP010557,Tokyo-Akihabara,21,Saturday,1,0,clear,very_high,scooter,1.39,5,728,1281
JP010558,Nagoya-Sakae,15,Thursday,0,0,clear,medium,scooter,3.82,4,847,1579
JP010559,Fukuoka-Tenjin,21,Saturday,1,0,rain,high,bicycle,1.46,3,600,1654
JP010560,Tokyo-Shibuya,20,Thursday,0,1,cloudy,high,car,4.13,3,643,1676
JP010561,Tokyo-Shibuya,13,Tuesday,0,1,rain,medium,car,6.42,5,730,2261
JP010562,Kyoto-Gion,18,Wednesday,0,1,rain,high,scooter,2.66,2,781,1758
JP010563,Tokyo-Shinjuku,19,Sunday,1,1,snow,low,scooter,5.06,4,812,2626
JP010564,Tokyo-Shibuya,12,Sunday,1,1,heavy_rain,high,scooter,3.26,1,454,1892
JP010565,Tokyo-Akihabara,22,Tuesday,0,0,rain,very_high,car,10.2,8,446,3552
JP010566,Kyoto-Gion,19,Sunday,1,1,cloudy,low,scooter,1.34,6,481,940
JP010567,Kyoto-Gion,15,Saturday,1,0,clear,low,scooter,6.93,5,514,1804
JP010568,Tokyo-Akihabara,16,Friday,0,0,cloudy,very_high,bicycle,2.99,3,744,2719
JP010569,Nagoya-Sakae,13,Thursday,0,1,heavy_rain,very_high,scooter,3.41,1,338,2008
JP010570,Sapporo-Odori,17,Tuesday,0,0,rain,low,scooter,5.51,4,318,1521
